DAREA,丹徒区,丹阳市,京口区,仪征市,六合区,兴化市,句容市,启东市,吴中区,吴江区,嘉定区,天宁区,太仓市,奉贤区,如东县,如皋市,姑苏区,姜堰区,宜兴市,宝山区,宝应县,崇川区,崇明区,常熟市,广陵区,建邺区,张家港市,徐汇区,惠山区,扬中市,新北区,新吴区,昆山市,普陀区,杨浦区,松江区,栖霞区,梁溪区,武进区,江宁区,江都区,江阴市,泰兴市,浦东新区,浦口区,海安市,海门市,海陵区,润州区,港闸区,溧水区,溧阳市,滨湖区,玄武区,相城区,秦淮区,虎丘区,虹口区,通州区,邗江区,金坛区,金山区,钟楼区,锡山区,长宁区,闵行区,雨花台区,青浦区,靖江市,静安区,高淳区,高港区,高邮市,黄浦区,鼓楼区
张家港市,9.669982158048177e-12,1.6083385987117138e-11,5.614789470967591e-12,4.217631507004003e-12,2.9215063388718084e-12,3.174368032305242e-11,1.7650019619553154e-11,1.1041462823594087e-11,3.000449188510472e-11,4.8165251418871104e-11,1.5159883311593857e-11,1.046255423823689e-11,7.374171326737527e-11,2.0192206691942e-12,9.734055981812158e-12,3.088797092252163e-10,9.090276441333226e-11,1.4522696995030874e-11,3.063268171254815e-11,4.729862110227548e-12,2.2289479722042358e-11,1.567610853488379e-10,6.236694629013865e-12,1.0713295079849152e-09,3.066757236657223e-12,7.596999514200502e-13,,1.6471363112062813e-12,5.854138366108792e-11,1.4272584774988345e-11,1.9822310829570623e-11,4.354705968585129e-11,6.31045549149888e-11,1.9270399699598648e-12,8.515118549182451e-13,2.385819036573589e-12,1.9587486943773116e-12,2.5381718015532934e-11,2.2403401320442545e-11,3.2843658237130686e-12,1.4536214832219767e-11,2.401516653605559e-09,7.912590432936651e-11,2.631533657299159e-12,1.221027292778067e-12,1.4326745021121721e-11,1.4676215613742628e-11,1.0144820259869824e-11,3.3262668975300152e-12,1.2943198407226022e-10,4.527268261227784e-12,1.2933920267759788e-11,1.740232828849297e-11,2.1877709488375263e-12,8.208631397429171e-11,7.202649155221578e-13,3.573891504641356e-11,3.1968620152421644e-13,1.0894660916190308e-10,3.708329877177776e-12,2.1543638655231558e-11,4.072434244729794e-12,8.75192530419931e-12,2.920634956367917e-10,2.4161020556198866e-12,2.4534288877355426e-12,1.553315472257167e-12,4.1445159236003796e-12,5.525846883038644e-10,1.679448000539179e-12,3.1980760174986066e-12,1.680920301235288e-11,1.9052331495703453e-11,8.491876371386073e-13,1.1346235177584232e-12
徐汇区,7.448784970296719e-13,4.984238792269851e-13,7.156763930688812e-14,2.1951625356548493e-13,1.0367486066505759e-13,2.9503076071948746e-13,7.112017056858059e-13,6.8322843370355855e-12,6.109212966235412e-13,3.0608528775935427e-12,4.851166648742955e-11,6.759900047220056e-13,7.631655147883614e-12,5.7758148349272626e-11,9.00677600191548e-13,9.450286307780742e-13,2.538100950803159e-12,3.1888134678450765e-13,7.075508000581854e-13,5.4903829771934376e-11,2.9002670541399797e-13,1.1833089580891114e-12,2.2397606992230444e-11,2.0461634793703286e-12,1.1971228248625075e-14,6.590052848882515e-14,1.064393478683629e-12,,6.07794966451294e-13,2.4761641166756773e-13,4.1137300923334074e-13,1.4418255457890418e-12,1.7406028163369382e-11,8.808299946543274e-11,5.386277678196152e-11,1.3163602555903055e-10,3.3803659438731943e-13,1.5208896962441107e-12,2.728524546860093e-13,3.511749670379754e-13,1.429739457178312e-13,9.048015226384147e-13,1.273100802688635e-12,1.5490325649557271e-10,3.1775575505676034e-13,1.4566540186014257e-12,1.6289483221547724e-12,3.0734928728028186e-13,7.628238751668835e-13,2.3395078593530157e-13,,3.1337474902604493e-13,4.248179241986537e-13,4.056530757901297e-13,8.221814954314491e-13,9.104187452290073e-14,6.853049241797794e-13,5.149153251066776e-11,5.111200720422574e-13,1.139066488677306e-13,2.0142895002912387e-13,4.7945155388869666e-11,4.3200352264311817e-13,1.0468652608027062e-12,1.6601455994726946e-10,2.342619800508028e-10,1.0375217079060133e-12,4.3671322767846337e-11,6.990406774025246e-13,9.278375334874692e-11,1.2483837163342077e-13,3.9173432149884725e-13,2.8332058778075465e-13,1.900699457022254e-10,4.096876066391265e-13
惠山区,4.963169398160826e-11,4.996388654564028e-11,5.452649752668168e-12,7.987902727704428e-12,3.2067010324849633e-12,4.589543639537762e-11,1.103930031545593e-10,3.1948534235244546e-12,7.0307647354529515e-12,1.4738316530296856e-11,3.3080954435378556e-12,3.916094941383731e-11,1.0178049400616669e-11,1.3415766463799405e-12,2.3044537022622098e-12,9.931111766350127e-12,1.1785278042267291e-11,1.99840905959408e-11,3.327777367102341e-10,8.987499317097044e-13,1.978815697290009e-11,2.940373547232413e-12,1.703634924153511e-13,3.002304475716781e-11,1.7969200301363219e-12,1.1390652231594646e-12,4.211320676922441e-11,1.0733545859579339e-12,,2.3652378433943437e-11,7.137154752558134e-11,2.7839080261306087e-10,1.2590236599317417e-11,2.0118864233492458e-12,3.0238211855155196e-13,1.6944661676589574e-12,3.6243131970749837e-12,1.0277232749013788e-09,3.216655789059841e-10,6.541521986049306e-12,1.837178919353148e-11,6.013933868414532e-10,1.091040179578632e-10,9.967885930422521e-13,2.601609014368546e-12,8.518771696502503e-12,1.7581641863584005e-12,1.1614184266082906e-11,1.0630777046499645e-11,1.800859932696788e-12,7.502541682161988e-12,2.7557945476525822e-11,7.592921772654396e-10,3.755035138819418e-12,2.8294622493214084e-11,2.387230991891066e-12,9.83106246095772e-12,2.5227649263614027e-13,1.3710783206829746e-12,2.6769213847953164e-12,7.018216431947251e-11,2.198179105734593e-12,2.6026274349444767e-11,6.023885376600412e-10,7.555407459031584e-13,1.8118752812772956e-12,4.412808306234305e-12,2.0696730987569533e-12,9.236109796333966e-11,3.462241552780901e-12,7.949727265829904e-12,1.6749258130927312e-11,1.36925132984981e-11,9.90829356967586e-13,2.190869239933379e-12
扬中市,3.284236683862172e-10,9.267775873421845e-10,2.6252548012194347e-09,1.721686529499676e-11,5.854547800994931e-12,3.0173958586756765e-10,7.437362087760965e-11,2.0032241400347383e-12,1.9627884285539652e-12,3.000819462419132e-12,1.7220011814408675e-12,2.1207411593494747e-11,3.2542951534773486e-12,9.572161970663028e-13,7.064098746607349e-12,3.373714276624995e-11,1.1059201885285806e-12,1.6784598004402894e-10,3.9067685684950004e-11,5.081013302849477e-13,5.156001638167149e-11,9.280802948700868e-12,,7.592721256233276e-12,1.1116749336610362e-10,2.480947272229712e-12,1.3251012238015394e-11,1.663621396776813e-13,1.607691698948319e-11,,4.434046314654173e-10,1.0023330392334123e-11,1.8125385567583756e-12,1.8879366313027938e-13,1.6042943182182344e-13,4.0768712622119e-13,8.080008104665623e-12,5.741509182789545e-12,3.4240117578077e-11,1.2591077239575477e-11,7.894360619735002e-10,8.372006238773607e-11,1.0030435378314366e-09,3.0330997528478993e-13,3.9875010202032046e-12,6.365175431242404e-11,1.0394029183910505e-11,3.2042028005477804e-10,6.807775372228483e-10,5.081255773884384e-12,1.9220072304934755e-11,1.5293148871123882e-11,4.7777998739235796e-12,3.795563222024995e-12,2.3994219339795324e-12,3.528246791593055e-12,2.362598102775735e-12,,7.400792455358972e-12,1.9654371261330784e-11,2.7173009167554694e-11,2.3938780437514542e-12,3.568028455073196e-11,7.380370567176811e-12,,4.2542373590880223e-13,4.438570852254964e-12,4.758299698686801e-13,1.211402689441643e-10,2.1841178469413202e-13,7.832952296329801e-12,2.4345768604347522e-09,9.443967060542966e-11,9.904237982528297e-14,5.905374093851244e-12
新北区,9.267528846555223e-11,9.096077803837206e-10,4.369385379063975e-11,1.459826953876228e-11,8.809748031407611e-12,3.05202102661618e-11,1.2437184304376524e-10,9.436356425877043e-13,2.1755013160758793e-12,3.7989461039354764e-12,2.1039545339937215e-12,1.0975742134903286e-09,5.748612019275333e-12,6.763571558185864e-13,1.24785125641424e-12,3.3710654965852118e-12,4.3257707876923135e-12,1.2959373048683535e-11,9.797593111666825e-11,4.786908421488866e-13,1.7858662493787257e-11,1.8215835743663e-12,4.151297725444217e-13,1.4306461785131574e-11,4.997805443277043e-12,1.5582282093279882e-12,1.9662303720547278e-11,4.016272380000604e-13,3.258223214217427e-11,5.406660471401718e-10,,2.2820942929929007e-11,5.996085930422715e-12,9.11561700538772e-13,1.8892909555360772e-13,8.64200081444247e-13,5.91738320283259e-12,1.0282091289614629e-11,5.736168401918055e-10,1.0523642638727443e-11,2.621317418905502e-11,4.294067637887339e-10,1.5040643024733486e-10,8.394007560375603e-13,3.795824245639298e-12,7.111517694041807e-12,1.428056931742309e-12,4.419789296182613e-11,2.920233451235755e-11,7.978561429241306e-13,7.660888499057407e-12,1.4485119123609825e-10,8.084474599001946e-12,3.8650885065546846e-12,7.087721987678179e-12,1.5828670828594415e-12,3.2692077334759306e-12,3.0736480428276494e-13,6.778733430677375e-13,6.593072770047119e-12,3.6971380474929665e-10,4.698568591141337e-13,1.362124038400175e-09,1.938196617795435e-11,1.0713446272543408e-12,1.8098574630081622e-12,5.326628832820165e-12,1.5316487828001346e-12,7.305194599282481e-11,1.5089758205123643e-12,1.1069334917326572e-11,5.4273156694355145e-11,1.4000195998727362e-11,7.114849244256022e-13,2.6999593700760824e-12
新吴区,1.6772103880136692e-11,2.6035576355491657e-11,3.206191901217802e-12,7.591320433804348e-12,3.324540198004732e-12,2.5414163422938486e-11,2.6830699296476174e-11,4.215600092629365e-12,3.0463934454042986e-11,4.2513127121434204e-11,6.212215479389951e-12,1.13343588583901e-11,1.4022839412192446e-11,5.94719657697705e-12,3.539462630147403e-12,4.815071967435184e-12,3.2954348256748606e-11,1.2364243269209098e-11,1.4930265495445536e-10,2.2810715689315366e-12,1.519653921801838e-11,3.306766933840799e-12,9.419945263699328e-13,4.97329507111335e-11,1.3925102216523203e-12,7.665642791792786e-13,4.881295769078253e-11,1.375368303885142e-12,2.973353453822772e-10,9.082055922718808e-12,1.847547913352645e-11,,3.2496024109782535e-11,2.4878473626933198e-12,9.645968989012275e-13,5.515327828071203e-12,9.210299807832303e-12,1.0291531246332015e-09,3.2904311513631156e-11,7.167443287372941e-12,9.382991940753923e-12,9.300549189487504e-11,2.6561397626007175e-11,4.240054773087421e-12,4.095766958764199e-12,3.2710435932091903e-12,3.03795471474062e-12,4.682603268026884e-12,8.878377851077517e-12,1.3578454904449202e-12,6.667065843025308e-12,1.1165537072060111e-11,8.604734483507904e-10,3.221813270990496e-12,1.8610504694819022e-10,1.767826033685997e-12,4.617919639530252e-11,8.543871782230007e-13,2.060090455574584e-12,2.4171900858834792e-12,1.7097932942815318e-11,5.437512208352046e-12,1.0366228238839982e-11,1.1571563947429298e-09,2.478253727676159e-12,4.236521593360758e-12,2.732273298843313e-12,9.409419041112386e-12,4.0081123245648054e-11,2.524302964072284e-12,3.5322266347014996e-12,9.113418197866747e-12,1.503072302446458e-11,1.5284539323169994e-12,2.1930554273095316e-12
昆山市,1.262121483596535e-11,1.1747788890360281e-11,1.7312309000949497e-12,3.6875888487970425e-12,2.7586998326773446e-12,8.802095403341819e-12,1.9772728294441897e-11,8.366668614774304e-12,1.6649292829837723e-10,1.6136529207125068e-10,2.0903459850764506e-10,6.870232903065357e-12,7.444474227780291e-10,1.6729717555353998e-11,1.2709382752029064e-11,1.3138144099717094e-11,3.4382526499313827e-10,3.285500176079528e-12,1.2209234860266618e-11,1.8779277326168678e-11,8.964614593929739e-12,1.7801905676235544e-11,7.927692419133125e-12,2.595708144229224e-10,5.550391332672188e-13,8.502094511419664e-13,8.017245288369901e-11,1.2881048353827178e-11,2.200591614012969e-11,2.1630102640644557e-12,7.95698622705849e-12,3.766885248365479e-11,,2.3273349036878205e-11,5.535642019495959e-12,3.098125599641845e-11,7.106333658632089e-12,1.3535657604219645e-11,7.728600765793153e-12,5.831864377130105e-12,4.539358865420787e-12,1.9717014650518776e-11,9.448920325770696e-12,1.5770096239726352e-11,3.9500351084150756e-12,1.971574925685043e-11,1.0018088342544579e-11,2.6212509720248706e-12,1.092772967643383e-11,3.5189244875785845e-12,3.514981592860443e-12,3.930669905853623e-12,9.775509329307967e-12,4.8059780352813135e-12,1.0032992036468448e-10,1.802875752815295e-12,5.7080446545299875e-11,4.952921776731811e-12,8.427641816040556e-12,1.3011692725038328e-12,6.6186063296368535e-12,3.1994477536046916e-11,6.362551223085596e-12,2.7291861732238045e-11,2.111769471971671e-11,2.366252980479816e-11,9.547482110912316e-12,3.0493115094724516e-10,8.656252591306337e-12,1.333710887154473e-11,1.5099285695491271e-12,4.106312756002091e-12,5.925476723663034e-12,8.190478606097043e-12,4.609228253134081e-12
普陀区,1.5596351556453363e-12,1.900094214794896e-12,2.649905844778501e-13,4.168173822412054e-13,4.724586903218787e-14,8.739187093961018e-13,1.4854724934211104e-12,5.8197259102746074e-12,1.1027150840434115e-12,2.5881323492235362e-12,2.716165759892418e-10,1.1231233777056875e-12,1.7051526818630448e-11,1.7959882101906356e-11,2.1805130310772302e-12,1.4479113261541607e-12,5.258249808577212e-12,8.073223800266672e-13,1.3864891116373885e-12,2.1395333776342673e-10,2.9737940535280783e-12,2.708722534188908e-12,3.9897201744404926e-11,3.960452942246481e-12,2.5913298770924427e-13,1.2763453745864165e-13,1.9825733788165867e-12,8.839774555359116e-11,1.3305873452940093e-12,4.701739522009787e-13,1.1047196725123153e-12,2.025303774175875e-12,2.6490313001946893e-11,,6.45923510171029e-11,3.590719106439448e-11,9.811346079110513e-13,1.8477541588254194e-12,5.579453831367267e-13,5.20747559518945e-13,5.090228925095132e-13,1.4875154077275506e-12,2.307483188192718e-12,6.846139806252958e-11,4.70616519249014e-13,2.904188825442152e-12,3.1454709968568386e-12,5.387028135116437e-13,1.830593871196457e-12,4.920653542625973e-13,1.6107046734580276e-13,1.309078890248292e-12,8.675229210714295e-13,1.3378094268374238e-12,1.2489263390263313e-12,2.318495495228343e-13,1.3169862172705064e-12,7.815028254226596e-11,1.1198245459096544e-12,1.2977154200589207e-13,4.589678602565314e-13,1.5068398936227802e-11,1.024523135418882e-12,1.2194740528698015e-12,2.0697687975566488e-10,6.630197767335467e-11,1.3201865633936863e-12,4.750174144467432e-11,2.085817145347544e-12,2.418916814528768e-10,2.8445166545432747e-13,6.694424881628523e-13,1.3718210234095107e-12,9.22697102527321e-11,1.5200873305017405e-12
杨浦区,3.529272216208999e-13,6.347947829657262e-13,6.970206277287077e-14,2.8505873760580523e-13,4.0388933970881814e-14,5.746801991167062e-13,4.617750556348045e-13,1.9029725318345697e-11,3.7276871355877326e-13,1.44395318842809e-12,4.345490052803372e-11,3.291843785773127e-13,1.1805754588348887e-11,2.0979555758610135e-11,1.3157990238605154e-12,1.07908293411517e-12,1.2604929398905983e-12,7.591685805522473e-13,9.371853121223372e-13,1.9395896690434478e-10,3.766219820830805e-13,1.1951470898103085e-12,1.1410275199202202e-10,1.992825481794249e-12,2.331834082932282e-14,2.5673071337712002e-14,1.020192869879994e-12,5.1062324311820524e-11,4.642755927439209e-13,,3.624925110583361e-13,7.978642149629088e-13,1.055810093646402e-11,6.4382675798577e-11,,2.362519044066814e-11,6.270950217352045e-14,4.916993122997622e-13,2.4529839001722784e-13,1.6286703661971918e-13,3.1330574587343995e-13,1.0931537425831906e-12,1.1835547280970792e-12,2.4274862021871035e-10,1.031575714010153e-13,1.2160139593762575e-12,3.065413637679476e-12,4.605192540754601e-13,5.374453073507427e-13,1.402168098487141e-13,9.179588400778676e-14,6.782353539047614e-14,3.9032458448499676e-13,2.633858582506985e-13,5.710771111125604e-13,1.4604249367414215e-13,3.5939123318479757e-13,6.483972131416883e-10,8.168968889748148e-13,1.1093740783569145e-13,3.923564743835876e-14,1.1692417477009767e-11,1.2021209963047723e-13,5.727956681831986e-13,5.211888816762448e-11,3.609135339875843e-11,4.724304769168348e-13,2.020781874269038e-11,5.18718903299864e-13,1.3615115317725266e-10,2.4316833977834395e-13,7.630457154054157e-14,3.449189743017018e-13,9.091885123160753e-11,2.911681085980592e-13
松江区,8.841493716167143e-13,1.975258363633092e-12,1.2088857920727951e-13,4.325955553936514e-13,4.903431052740428e-13,1.4950548808610342e-12,1.7519357443404705e-12,4.3143038340009615e-12,2.704176380210598e-12,1.97721439300764e-11,5.4714023052553247e-11,1.0784133912028405e-12,2.8660619709951894e-11,1.4243505567931005e-10,1.6164671455501e-12,1.981609384897242e-12,4.3382753460814905e-12,8.977314635921098e-13,2.963997879148759e-12,2.8872780708006e-11,1.3063973862757433e-12,2.3134120381966285e-12,2.1067512037456476e-11,7.154127825777725e-12,1.415485199526672e-13,4.452638837987305e-14,2.5684596438461898e-12,1.381793328421256e-10,2.657231765666024e-12,2.7884107477252e-13,1.2573861631015396e-12,3.805408845203228e-12,3.454710868967982e-11,3.5704662854552555e-11,2.1689620268844878e-11,,3.534730901304934e-13,1.6735893703757175e-12,9.099605503819906e-13,8.474109892908802e-13,4.5282120510952273e-13,2.2054624309245716e-12,1.4662227425232614e-12,7.212777043270017e-11,2.8626004442430337e-13,2.0211325544848696e-12,2.051996203226244e-12,8.386422426176631e-13,9.047090623355348e-13,5.471699553907326e-13,1.5920725374998147e-13,9.410442680167596e-13,1.6517920628610946e-12,1.8031828078730647e-13,3.089786460914588e-12,1.5378351117949492e-13,1.895384434953903e-12,2.0292133905424543e-11,1.6160313098854569e-12,9.620278855947339e-14,1.2929271847029716e-12,7.674181075467938e-10,6.55258202235808e-13,3.278334826383613e-12,6.589729362935783e-11,3.123989141525406e-10,1.1835276048705577e-12,4.314603175291588e-10,1.6306086158581728e-12,3.417768801573996e-11,2.1087091209758661e-13,1.6542464587121517e-12,8.374999005864656e-13,5.140664862362058e-11,2.1508866501542941e-13
栖霞区,9.050666885312439e-11,6.011142846683421e-11,9.62395454819865e-12,2.7003295036519663e-10,8.041092317292862e-10,5.951075078729489e-12,5.42581600314072e-10,7.805960338515091e-13,8.885634862900028e-13,1.3885780038677822e-12,1.7194680656272826e-12,7.058738283233135e-12,9.510755083586985e-13,1.8649914206690404e-13,1.3763331207264433e-12,2.888212617473797e-12,3.378291143607416e-12,3.140283076991266e-12,8.64971528555363e-12,1.6829300026655718e-13,4.727384336374469e-12,8.706266152822981e-13,2.289362824357543e-13,1.2776008030099277e-12,3.146453785579879e-12,1.3864811000323801e-10,2.4268543263194855e-12,9.318781869759742e-13,4.225023286613303e-12,7.819951500789981e-12,5.717472247187114e-12,3.2548246407179494e-12,2.1349269204238336e-12,9.195899606948028e-13,1.2502902265444427e-13,2.912495263365521e-13,,4.243141849665652e-12,4.447447067271724e-12,4.578420405826017e-10,5.789712197282889e-12,3.150307416716777e-12,4.421445890978345e-12,4.629137712362876e-13,2.382830677838356e-10,2.5439147730096832e-12,7.594199453159435e-13,4.190839671117051e-12,2.936515657432861e-11,7.15004381666112e-13,8.728127724115312e-11,1.8835577958444607e-11,1.445317194164241e-12,1.1704023232913006e-09,2.356934713187741e-12,2.7531398670485173e-10,1.703171473798602e-12,2.2035770110303893e-13,8.411274741614462e-13,1.201025877597587e-11,7.63357134274687e-12,5.441462125946182e-13,3.5297723639863397e-12,1.6176981553638872e-12,4.30213445638218e-13,7.822498369989031e-13,1.3566885933851423e-10,7.262149740124475e-13,1.2208114510859443e-12,1.4823061242256513e-12,9.423869059979478e-11,4.429732921149931e-12,6.1694606354743855e-12,7.525796554313957e-13,4.1310650154943993e-10
梁溪区,1.0308392995583344e-11,1.6650435553971404e-11,2.354576855347313e-12,3.1514571975839706e-12,1.141102804086244e-12,2.6542915503815383e-11,2.3044027739711307e-11,2.5973145964579607e-12,4.667093772521723e-12,7.838744939731349e-12,2.6595279715908475e-12,1.1209901697837095e-11,4.219412163814351e-12,7.057207250293516e-13,2.0203849229007383e-12,7.173453313594806e-12,9.57941447828411e-12,1.1021061833392209e-11,1.4275183671047484e-10,5.657821966544271e-13,6.70823414598156e-12,3.224578758447687e-12,6.273240772133359e-13,2.021538818718323e-11,8.020292794023686e-13,9.14556143681859e-13,2.6316984501713618e-11,6.661313765904062e-13,1.017602756360414e-09,4.73983139510825e-12,1.5303584470657186e-11,1.0424767083275946e-09,6.447005243810768e-12,1.411105805192176e-12,9.788589636893547e-14,1.3992187017039269e-12,5.0070422470734254e-12,,3.3898600305516885e-11,2.614162333481774e-12,5.473566085802698e-12,1.4984705703504793e-10,3.336957183485315e-11,9.561658175896398e-13,2.052819052288908e-12,4.481200350525986e-12,2.6424620989587032e-12,6.166075477706831e-12,8.660137010366994e-12,1.0765015151189715e-12,3.1572995369502323e-12,1.2330386378897197e-11,1.528259205369902e-09,6.18130286456e-12,1.6622562180806294e-11,1.307031101736352e-12,8.595167008324174e-12,3.1849704558548436e-13,1.0034639808179057e-12,2.044107911124409e-12,1.1422567035646397e-11,6.694521515225329e-13,1.4176008394584611e-11,7.45971217252184e-10,9.49822325820178e-13,1.7561666121494116e-12,3.5464401305814473e-12,1.57260618599656e-12,4.4603060662748987e-11,2.4986959701932066e-12,5.974087391839266e-12,4.31164440300826e-12,6.270661353861105e-12,1.1406281991559187e-12,4.291998854950272e-12
武进区,1.8328431918469795e-11,1.9218461504254431e-10,7.434290165916931e-12,5.809648229001394e-12,3.40234461676911e-12,1.608487440847922e-11,4.784037085905565e-11,4.3937835347634344e-12,4.509634274901261e-12,8.353905760871316e-12,3.840516133049777e-12,1.2635938730810994e-09,1.1726430980777e-11,2.0187652081160772e-12,3.5755575770791976e-12,7.0720280648822626e-12,7.217054270880607e-12,6.470217078827441e-12,9.407850597419084e-10,1.1830284205137532e-12,8.187472751154723e-12,3.0157191300086556e-12,3.965003563960115e-13,2.3495466606120157e-11,1.9326432807144157e-12,1.0987846955124092e-12,3.290960159589972e-11,6.175084970174045e-13,3.1064346030935074e-10,2.9708466455132706e-11,5.592945552450041e-10,6.094583738418268e-11,1.0439273349544471e-11,1.3457980232177673e-12,3.654126463982908e-13,1.5935155552682593e-12,2.5348049320851853e-12,4.395919337854237e-11,,7.951607247408695e-12,5.202867377390268e-12,1.4431370207103408e-10,2.1441309294176983e-11,1.4030304778046956e-12,2.6350155274882135e-12,6.195752325351082e-12,2.9227955750478867e-12,7.1330762123342856e-12,6.743870569724295e-12,1.4288464683729408e-12,2.5194097068273412e-11,3.764408153386825e-10,1.2683487088224507e-10,2.1095076035180523e-12,1.2785871876327708e-11,9.4962081891241e-13,6.537315702789357e-12,3.6696432809051793e-13,1.6995641597435673e-12,3.2155921036604015e-12,9.769508744768586e-10,1.548261686422542e-12,1.110800470952473e-09,5.083585371558466e-11,8.121559551446763e-13,1.7316287940235624e-12,2.6210599889248858e-12,3.0105706247779142e-12,3.8498848970145485e-11,1.6582665525341544e-12,2.312753197196007e-11,1.0989568582643837e-11,6.654717909588872e-12,8.52230362819816e-13,1.890139994996463e-12
江宁区,4.8748605462533726e-11,7.362730774725267e-11,1.1611618568201831e-11,2.693566807325998e-11,1.6889298298415905e-10,5.90107825357669e-12,7.078525596496109e-10,1.9021572244933927e-12,7.752621700812508e-13,1.9844187135702718e-12,1.2701398471709369e-12,3.5959736793064636e-12,1.8603717727522804e-12,5.193843459688754e-13,1.796705343943093e-12,3.883034207074559e-12,2.1323949870589508e-12,4.221928307521863e-12,3.818063057333694e-11,3.928656097157529e-13,5.34842984534633e-12,1.5853294618513736e-12,4.781761460279964e-13,3.534602279254968e-12,4.890757855554955e-12,3.2335860420657037e-10,3.9185408149584495e-12,3.328628625867345e-13,3.524828119042444e-12,2.4236699515819018e-11,7.148531650773741e-12,5.787278108701465e-12,2.6151659701157575e-12,4.673789062127187e-13,1.0881101857698253e-13,8.018882058433282e-13,4.6035839713769613e-10,2.9944823611879863e-12,1.9263436056889834e-11,,6.807006540373512e-12,5.7026709099792516e-12,6.895477715598808e-12,1.0423122866832964e-12,2.6817534993353693e-10,4.981350661084686e-12,8.812168142846461e-13,7.093232444118473e-12,1.944334737533149e-11,2.3358621653978594e-12,1.1425539347371365e-09,6.971838756612303e-11,2.2342639576290404e-12,2.846760207956693e-10,3.4175489964752e-12,4.986044831047577e-10,1.3700764328442177e-12,9.441193397476187e-14,1.0318017841720881e-12,9.533361220745161e-12,4.971828039436246e-11,4.3297177304135474e-13,4.671181866888677e-12,2.9784064539372452e-12,1.0183918683026128e-12,2.0125874460819215e-12,8.499371608300537e-10,1.0112236580020001e-12,4.958124349265169e-12,1.0073347374291157e-12,7.29166428463639e-10,9.00226100099064e-12,7.912498985309834e-12,5.03815078163767e-13,2.36336910473274e-10
江都区,9.739315653016044e-11,3.542901936664914e-11,7.610194711921798e-11,4.6287086254312526e-10,3.0713172879912425e-11,7.276770177867325e-10,1.9933404377602524e-11,3.470858238337216e-12,2.5756042687362743e-12,5.605525280062118e-12,3.0069106039724918e-12,4.7844693428120656e-12,5.839884218450176e-12,3.455223399888516e-13,8.797149045645557e-12,3.786237158534018e-11,3.3019493214932034e-12,3.168160902433109e-10,1.2307286947387654e-11,6.162482555094005e-13,7.606590358168757e-10,6.700105496832583e-12,1.2724337357086628e-12,1.1062514038858375e-11,1.6772280115372296e-09,1.7910743874100825e-12,2.1237242137786205e-11,1.8015314397047258e-13,6.478010456363103e-12,7.105579790150215e-10,2.0630650972115378e-11,1.185616913874143e-11,3.996961225393464e-12,6.951102272293578e-13,6.254230662261173e-13,3.826189179562625e-13,6.070187985164219e-12,4.245028441731836e-12,8.509048986232585e-12,5.7569349674962224e-12,,5.758676548686179e-11,3.210413957988463e-10,8.320824832457125e-13,8.852012458315762e-12,4.5598738185165936e-11,5.252645134047784e-12,1.2711440194001368e-09,4.543477378787321e-11,6.113865709248913e-12,6.404113265345924e-12,1.939992615470478e-11,3.213244029452537e-12,5.609222165692996e-12,4.243935727969735e-12,2.256049861970041e-12,3.684170249606293e-12,1.884236554471795e-13,4.630484210665666e-12,1.2141365932317262e-09,9.306696177408023e-12,1.2097514482140569e-12,6.5894418224106025e-12,5.274841957354287e-12,6.121311684023845e-13,7.255872178315032e-13,3.7078847341457916e-12,1.3053635395911706e-12,1.7144194843948095e-10,5.203386629432904e-13,4.24114220185117e-12,8.440197327436314e-10,2.410407975276209e-09,3.217582344110023e-13,3.6864802969716866e-12
江阴市,2.059841743346361e-11,7.191956719174578e-11,9.857380710612266e-12,1.07182656989515e-11,6.981174047388031e-12,7.76601231074784e-11,3.8872017974092405e-11,9.772023055324305e-12,1.0105809443288803e-11,2.1643979579201354e-11,1.3350279637008425e-11,2.3473952063394165e-10,4.2700327653516137e-11,1.823305887118942e-12,1.0584055761502526e-11,3.576473192118243e-11,1.2760452639355532e-11,4.554788556820681e-11,1.3204328536244014e-10,3.4558672172534906e-12,6.848035977947634e-11,9.725338337406289e-12,3.9304833592701234e-12,2.2463558228256992e-10,9.52674155415185e-12,1.1526120963726707e-12,2.374703377975438e-09,8.579127358174299e-13,5.949400537574297e-10,8.80607300704052e-11,4.253180062997868e-10,1.1512779977624006e-10,1.6144953077174644e-11,1.6445774231950222e-12,7.825984497612191e-13,2.2539257121204616e-12,3.3784690493124107e-12,1.471037154213467e-10,1.4194350436043856e-10,8.360098708791164e-12,4.376120046211476e-11,,2.7011100522772374e-10,2.3391626481777274e-12,2.6861758991670314e-12,1.4103417219882818e-11,6.036143886211414e-12,3.907643560089167e-11,6.5290279991542225e-12,6.9246545503853836e-12,1.2157676130478112e-11,3.136338970508752e-11,1.763256788513404e-10,2.613927200231927e-12,2.5443863064117372e-11,1.7094224929116563e-12,1.1212278088430061e-11,6.062824247775093e-13,5.9024163151585566e-12,6.640825921170154e-12,5.672075990834577e-11,3.1140507901118774e-12,5.420143853917777e-11,5.724403392397243e-10,1.9819374349852e-12,1.6824589656983442e-12,3.2404359435027883e-12,3.89072108866748e-12,1.1529154286961534e-09,1.227798438501614e-12,1.0917227868707254e-11,5.892293217897483e-11,4.9398426392096976e-11,8.558539318889378e-13,1.5008838362674166e-12
